Year,State,AgencyType,Agency Name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,Iuka,0,0,,,3007
,,,Jackson,0,,,,172376
,,,Laurel,0,0,,,19080
,,,Leakesville,0,0,,0,882
,,,Leland,0,0,,0,4290
,,,Long Beach,0,0,,,15571
,,,Louisville,0,0,,,6422
,,,Madison,0,0,0,0,25572
,,,Magee,0,0,0,0,4454
,,,McComb,0,0,0,0,12731
,,,Natchez,0,0,,,15446
,,,Olive Branch,0,0,,0,35314
,,,Pass Christian,0,0,0,0,5261
,,,Petal,0,0,,,10898
,,,Philadelphia,0,0,0,0,7422
,,,Starkville,0,0,,,24990
,,,Summit,0,0,,,1682
,,,Vicksburg,0,0,,,23460
,,,Wiggins,0,0,0,0,4542
,,Universities and Colleges,Coahoma Community College,0,0,0,0,2073
,,,Jackson State University,0,0,0,0,9134
,,,Mississippi State University,0,0,0,0,20161
,,,"University of Mississippi, Medical Center",0,0,0,,2268
,,Metropolitan Counties,Hancock,0,0,0,0,
,,,Harrison,0,,,,
,,,Hinds,0,0,0,0,
,,,Lamar,0,0,0,,
,,,Madison,0,0,,,
,,,Marshall,0,,,,
,,,Tunica,0,0,0,0,
,,Nonmetropolitan Counties,Choctaw,0,0,,,
,,,Claiborne,0,0,0,0,
,,,Clay,0,,0,,
,,,George,0,0,0,0,
,,,Greene,0,0,0,0,
,,,Grenada,0,0,,,
,,,Itawamba,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Jones,0,0,,,
,,,Kemper,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Lincoln,0,0,0,,
,,,Marion,0,,,,
,,,Panola,0,0,0,0,
,,,Scott,0,0,,,
,,,Stone,0,0,0,0,
,,,Tippah,0,0,,,
,,,Tishomingo,0,0,0,0,
,,,Warren,0,0,0,0,
,,,Washington,0,0,,,
,,,Winston,0,,,,
,,Tribal Agencies,Choctaw Tribal,0,0,0,0,
,,Other Agencies,Singing River Health System,0,0,0,0,
,,,State Capitol Police,0,0,0,0,
,Missouri,Cities,Adrian,0,0,0,0,1624
,,,Advance,0,0,0,0,1340
,,,Alma,0,0,0,0,391
,,,Alton,0,0,0,,880
,,,Anderson,0,0,0,0,1972
,,,Annapolis,0,0,0,0,345
,,,Appleton City,0,0,0,0,1089
,,,Arbyrd,0,,,,502
,,,Archie,0,0,0,0,1188
,,,Arnold,0,0,0,0,21207
,,,Ash Grove,0,0,0,0,1484
,,,Ashland,0,0,0,0,3850
,,,Aurora,0,0,0,0,7493
,,,Auxvasse,0,0,0,0,983
,,,Ava,0,0,0,0,2964
,,,Ballwin,0,0,0,0,30517
,,,Battlefield,0,0,0,0,5945
,,,Bella Villa,0,0,0,0,725
,,,Belle,0,0,0,0,1534
,,,Bellefontaine Neighbors,0,0,0,0,10815
,,,Bellerive,0,0,0,0,189
,,,Bellflower,0,0,0,0,376
,,,Bel-Nor,0,0,0,0,1488
,,,Bel-Ridge,0,0,0,0,2724
,,,Belton,0,0,0,0,23182
,,,Berkeley,0,0,0,0,9093
,,,Bernie,0,0,0,0,1950
,,,Bertrand,0,0,0,0,803
,,,Bethany,0,0,0,0,3182
,,,Beverly Hills,0,0,0,0,569
,,,Billings,0,0,0,0,1066
,,,Birch Tree,0,0,0,0,668
,,,Bismarck,0,0,0,0,1490
,,,Blackburn,0,0,0,0,250
,,,Bloomfield,0,0,0,0,1894
,,,Blue Springs,0,0,0,0,53440
,,,Bonne Terre,0,0,0,0,7310
,,,Boonville,0,0,0,0,8388
,,,Bourbon,0,0,0,0,1617
,,,Bowling Green,0,0,0,0,5553
,,,Branson,0,0,0,0,11168
,,,Branson West,0,0,0,0,453
,,,Braymer,0,0,0,0,843
,,,Breckenridge Hills,0,0,0,0,4716
,,,Brentwood,0,0,0,0,8027
,,,Bridgeton,0,0,0,0,11721
,,,Brookfield,0,0,0,0,4365
,,,Brunswick,0,0,0,0,831
,,,Bucklin,0,0,0,0,448
,,,Buckner,0,0,0,0,3071
,,,Buffalo,0,0,0,0,3064
,,,Butler,0,0,0,0,4109
,,,Butterfield Village,0,0,0,0,466
,,,Byrnes Mill,0,0,0,0,2789
,,,Cabool,0,0,0,0,2122
,,,California,0,0,0,0,4363
,,,Calverton Park,0,0,0,0,1291
,,,Camden,0,0,0,0,187
,,,Camden Point,0,0,0,0,520
,,,Camdenton,0,0,0,0,3827
,,,Cameron,0,0,0,0,9851
,,,Campbell,0,0,0,0,1967
,,,Canalou,0,0,0,0,316
,,,Canton,0,0,0,0,2368
,,,Cape Girardeau,0,0,0,0,39012
,,,Cardwell,0,0,0,0,702
,,,Carl Junction,0,0,0,0,7571
,,,Carrollton,0,0,0,0,3682
,,,Carterville,0,0,0,0,1835
,,,Carthage,0,0,0,0,14185
,,,Caruthersville,0,0,0,0,6003
,,,Cassville,0,0,0,0,3275
,,,Catron,,,0,0,65
,,,Center,0,0,0,0,504
,,,Centralia,0,0,0,0,4188
,,,Chaffee,0,0,0,0,2964
,,,Charlack,0,0,0,0,1366
,,,Charleston,0,0,0,0,5924
,,,Chesterfield,0,0,0,0,47811
,,,Chillicothe,0,0,0,0,9282
,,,Clarkton,0,0,0,0,1261
,,,Claycomo,0,0,0,0,1465
,,,Clayton,0,0,0,0,15871
,,,Cleveland,0,0,0,0,656
,,,Clever,0,0,0,0,2454
,,,Clinton,0,0,0,0,9032
,,,Cole Camp,0,0,0,0,1114
,,,Concordia,0,0,0,0,2404
,,,Conway,0,0,0,0,788
,,,Cool Valley,0,0,0,0,1192
,,,Corder,0,0,0,0,396
,,,Cottleville,0,0,0,0,3836
,,,Country Club Hills,0,0,0,0,1266
,,,Country Club Village,0,0,0,0,2492
,,,Crane,0,0,0,0,1399
,,,Creighton,0,0,0,0,344
,,,Crestwood,0,0,0,0,11950
,,,Crocker,0,0,0,0,1113
,,,Crystal City,0,0,0,0,4851
,,,Crystal Lakes,0,0,0,0,352
,,,Cuba,0,0,0,0,3376
,,,Deepwater,0,0,0,0,423
,,,Delta,0,0,0,0,439
,,,Desloge,0,0,0,0,4924
,,,De Soto,0,0,0,0,6490
,,,Des Peres,0,0,0,0,8488
,,,Dexter,0,0,0,0,7953
,,,Diamond,0,0,0,0,932
,,,Dixon,0,0,0,0,1553
,,,Doniphan,0,0,0,0,2008
,,,Doolittle,0,0,0,0,606
,,,Drexel,0,0,0,0,961
,,,Duenweg,0,0,0,0,1304
,,,Duquesne,0,0,0,0,1723
,,,East Lynne,0,0,0,,305
,,,East Prairie,0,0,0,,3200
,,,Edgar Springs,0,0,0,0,198
,,,Edgerton,0,,,,569
,,,Edina,0,0,0,0,1148
,,,Edmundson,0,0,0,0,838
,,,Eldon,0,0,0,0,4665
,,,El Dorado Springs,0,0,0,0,3571
,,,Ellington,0,0,0,0,983
,,,Ellisville,0,0,0,0,9183
,,,Ellsinore,0,0,0,0,456
,,,Elsberry,0,0,0,0,1969
,,,Eminence,0,0,0,0,589
,,,Emma,0,0,0,0,240
,,,Essex,0,0,0,0,463
,,,Eureka,0,0,0,0,10531
,,,Everton,,,,0,301
,,,Excelsior Springs,0,0,0,0,11496
,,,Exeter,0,0,0,0,772
,,,Fair Grove,0,0,0,0,1425
,,,Fair Play,0,0,0,0,466
,,,Fairview,0,0,0,0,383
,,,Farmington,0,0,0,0,18171
,,,Fayette,0,0,0,0,2744
,,,Ferguson,0,0,0,0,21090
,,,Ferrelview,0,0,0,0,458
,,,Festus,0,0,0,0,11883
,,,Fleming,0,0,0,0,126
,,,Flordell Hills,0,0,0,0,818
,,,Florissant,0,0,0,0,52387
,,,Foley,0,0,0,0,166
,,,Fordland,0,0,0,0,801
,,,Foristell,0,0,0,0,510
,,,Forsyth,0,0,0,0,2327
,,,Fredericktown,0,0,0,0,4105
,,,Freeman,0,0,0,0,486
,,,Frontenac,0,0,0,0,3806
,,,Fulton,0,0,0,0,12757
,,,Galena,0,0,0,0,418
,,,Gallatin,0,0,0,0,1755
,,,Garden City,0,0,0,0,1626
,,,Gerald,0,0,0,0,1323
,,,Gideon,0,0,0,0,1041
,,,Gladstone,0,0,0,0,26330
,,,Glasgow,0,0,0,0,1123
,,,Glendale,0,0,0,0,5921
,,,Glen Echo Park,0,0,0,0,161
,,,Goodman,0,0,0,0,1229
,,,Gower,0,0,0,0,1507
,,,Granby,0,0,0,0,2147
,,,Grandin,0,0,0,0,240
,,,Greendale,0,0,0,0,655
,,,Greenfield,0,0,0,0,1305
,,,Greenville,0,0,0,0,495
,,,Greenwood,0,0,0,0,5427
,,,Hallsville,0,0,0,0,1548
,,,Hamilton,0,0,0,0,1711
,,,Hannibal,0,0,0,0,17875
,,,Hardin,0,0,0,0,552
,,,Harrisonville,0,0,0,0,9993
,,,Hartville,0,0,0,0,603
,,,Hawk Point,0,0,0,0,674
,,,Hayti,0,0,0,0,2829
,,,Hayti Heights,0,0,0,0,603
,,,Henrietta,0,0,0,0,357
,,,Herculaneum,0,0,0,0,3860
,,,Hermann,0,0,0,0,2379
,,,Higginsville,0,0,0,0,4704
,,,Highlandville,0,0,0,0,915
,,,Hillsboro,0,0,0,0,3017
,,,Hillsdale,0,0,0,0,1527
,,,Holcomb,0,0,0,0,628
,,,Holden,0,0,0,0,2329
,,,Hollister,0,0,0,0,4468
,,,Holt,0,0,0,0,471
,,,Holts Summit,0,0,0,0,3461
,,,Hornersville,0,0,,,656
,,,Houston,0,0,0,0,2072
,,,Howardville,0,0,0,0,362
,,,Humansville,0,0,0,0,1033
,,,Huntsville,0,0,0,,1524
,,,Hurley,0,0,0,0,172
,,,Iberia,0,0,0,0,749
,,,Indian Point,0,0,0,0,518
,,,Iron Mountain Lake,0,0,0,0,707
,,,Ironton,0,0,0,0,1416
,,,Jackson,0,0,0,0,14535
,,,Jasper,0,0,0,0,903
,,,Jefferson City,0,0,0,0,43372
,,,Jonesburg,0,0,0,0,740
,,,Joplin,0,0,0,0,50751
,,,Kahoka,0,0,0,0,2035
,,,Kearney,0,0,0,0,9191
,,,Kennett,0,0,0,0,10912
,,,Kimberling City,0,0,0,0,2308
,,,Kimmswick,0,0,0,0,158
,,,King City,0,0,0,0,1020
,,,Kinloch,0,0,0,0,299
,,,Kirksville,0,0,0,0,17594
,,,Kirkwood,0,0,0,0,27610
,,,Knob Noster,0,0,0,0,2801
,,,Laddonia,,0,0,0,507
,,,Ladue,0,0,0,0,8569
,,,La Grange,0,0,0,0,930
,,,Lake Lotawana,0,0,0,0,1954
,,,Lake Ozark,0,0,0,0,1670
,,,Lakeshire,0,0,0,0,1426
,,,Lake St. Louis,0,0,0,0,14888
,,,Lake Tapawingo,0,0,0,0,729
,,,Lake Waukomis,0,0,0,0,899
,,,Lake Winnebago,0,0,0,0,1146
,,,Lamar,0,0,0,0,4504
,,,La Monte,0,0,0,0,1130
,,,Lanagan,0,0,0,0,411
,,,La Plata,0,0,0,0,1354
,,,Lathrop,0,0,0,0,2052
,,,Laurie,0,0,0,0,931
,,,Lawson,0,0,0,0,2422
,,,Leadington,0,0,0,0,406
,,,Leadwood,0,0,0,0,1237
,,,Leasburg,0,0,0,0,330
,,,Lebanon,0,0,0,0,14818
,,,Lexington,0,0,0,0,4635
,,,Liberal,0,0,0,0,749
,,,Liberty,0,0,0,0,30316
,,,Licking,0,0,0,0,3104
,,,Lilbourn,,0,,,1138
,,,Lincoln,0,0,0,0,1191
,,,Linn,0,0,0,0,1434
,,,Linn Creek,0,0,0,0,244
,,,Lone Jack,0,0,0,0,1077
,,,Louisiana,0,0,0,0,3355
,,,Lowry City,0,0,0,0,618
,,,Macon,0,0,0,0,5511
,,,Malden,0,0,0,0,4230
,,,Manchester,0,0,0,0,18207
,,,Mansfield,0,0,0,0,1270
,,,Maplewood,0,0,0,0,7957
,,,Marble Hill,0,0,0,0,1537
,,,Marceline,0,0,0,0,2152
,,,Marionville,0,0,0,0,2190
,,,Marquand,,,,0,209
,,,Marshall,0,0,0,0,12992
,,,Marshfield,0,0,0,0,6814
,,,Marthasville,0,0,0,0,1140
,,,Martinsburg,0,0,0,0,306
,,,Maryland Heights,0,0,0,0,27428
,,,Maryville,0,0,0,0,12076
,,,Matthews,0,0,0,0,642
,,,Maysville,0,0,0,0,1107
,,,Memphis,0,0,0,0,1867
,,,Merriam Woods,0,0,0,0,1738
,,,Mexico,0,0,0,0,11535
,,,Milan,0,0,0,0,1862
,,,Miller,0,0,0,0,689
,,,Miner,0,0,0,0,974
,,,Miramiguoa,0,0,0,0,120
,,,Moberly,0,0,0,0,13679
,,,Moline Acres,0,0,0,0,2438
,,,Monett,0,0,0,0,8949
,,,Monroe City,0,0,0,0,2496
,,,Montgomery City,0,0,0,0,2786
,,,Morehouse,0,0,0,0,925
,,,Morley,0,0,0,0,692
,,,Mosby,0,0,0,0,199
,,,Moscow Mills,0,0,0,0,2517
,,,Mound City,0,0,0,0,1065
,,,Mountain Grove,0,0,0,0,4710
,,,Mountain View,0,0,0,0,2704
,,,Mount Vernon,0,0,0,0,4519
,,,Napoleon,0,0,0,0,220
,,,Neosho,0,0,0,0,12234
,,,Nevada,0,0,0,0,8257
,,,New Bloomfield,0,0,0,0,681
,,,Newburg,0,0,0,0,456
,,,New Florence,0,0,0,0,737
,,,New Franklin,0,0,0,0,1104
,,,New Haven,0,0,0,0,2099
,,,New London,0,0,0,0,969
,,,New Madrid,0,0,0,0,3007
,,,Niangua,0,0,0,0,402
,,,Nixa,0,0,0,0,20469
,,,Noel,0,0,0,0,1803
,,,Norborne,0,0,0,,684
,,,Normandy,0,0,0,0,4982
,,,North Kansas City,0,0,0,0,4345
,,,Northmoor,0,0,0,0,329
,,,Northwoods,0,0,0,0,4202
,,,Oak Grove,0,0,0,0,7874
,,,Oakland,0,0,0,0,1381
,,,Oakview Village,0,0,0,0,391
,,,Odessa,0,0,0,,5199
,,,O'Fallon,0,0,0,0,83550
,,,Old Monroe,0,0,0,0,280
,,,Olivette,0,0,0,0,7840
,,,Oran,0,0,0,0,1290
,,,Oregon,0,0,0,0,780
,,,Oronogo,0,0,0,0,2333
,,,Orrick,0,0,0,0,817
,,,Osage Beach,0,0,0,0,4377
,,,Osceola,0,0,0,0,917
,,,Overland,0,0,0,0,15997
,,,Owensville,0,0,0,0,2612
,,,Ozark,0,0,0,0,18775
,,,Pacific,0,0,0,0,7095
,,,Pagedale,0,0,0,0,3307
,,,Palmyra,0,0,0,0,3635
,,,Park Hills,0,0,0,0,8651
,,,Parkville,0,0,0,0,6018
,,,Parma,0,0,0,0,669
,,,Pasadena Park,0,0,0,0,465
,,,Peculiar,0,0,0,0,4842
,,,Perry,0,0,0,0,699
,,,Perryville,0,0,0,0,8359
,,,Pevely,0,0,0,0,5587
,,,Piedmont,0,0,0,0,1972
,,,Pierce City,0,0,0,0,1263
,,,Pilot Grove,0,0,0,0,769
,,,Pilot Knob,0,0,0,0,725
,,,Pine Lawn,0,0,0,0,3464
,,,Pineville,0,0,0,0,772
,,,Platte City,0,0,0,0,4822
,,,Platte Woods,0,0,0,0,398
,,,Plattsburg,0,0,0,0,2285
,,,Pleasant Hill,0,0,0,0,8240
,,,Pleasant Hope,0,0,0,0,614
,,,Pleasant Valley,0,0,0,0,3048
,,,Polo,0,0,0,0,543
,,,Poplar Bluff,0,0,0,0,17345
,,,Portageville,0,0,0,0,3148
,,,Potosi,0,0,0,0,2691
,,,Purcell,0,0,0,0,393
,,,Purdy,0,0,0,0,1101
,,,Puxico,0,0,0,0,871
,,,Queen City,0,0,0,0,587
,,,Qulin,0,0,0,0,459
,,,Randolph,0,0,0,0,55
,,,Raymore,0,0,0,0,19878
,,,Raytown,0,0,0,0,29502
,,,Reeds Spring,0,0,0,0,880
,,,Republic,0,0,0,0,15794
,,,Richland,0,0,0,0,1874
,,,Richmond,0,0,0,0,5651
,,,Richmond Heights,0,0,0,0,8495
,,,Risco,0,0,0,0,334
,,,Riverside,0,0,0,0,3071
,,,Riverview,0,0,0,0,2836
,,,Rockaway Beach,0,0,0,0,861
,,,Rock Hill,0,0,0,0,4640
,,,Rock Port,0,0,0,0,1255
,,,Rogersville,0,0,0,0,3314
,,,Rosebud,0,0,0,0,409
,,,Salem,0,0,0,0,5020
,,,Salisbury,0,0,0,0,1560
,,,Sarcoxie,0,0,0,0,1290
,,,Savannah,0,0,0,0,5144
,,,Scott City,0,0,0,0,4550
,,,Sedalia,0,0,0,0,21513
,,,Seligman,0,0,0,0,832
,,,Senath,0,0,0,0,1752
,,,Seneca,0,0,0,0,2423
,,,Seymour,0,0,0,0,1929
,,,Shelbina,0,0,0,0,1645
,,,Shrewsbury,0,0,0,0,6216
,,,Sikeston,0,0,0,0,16530
,,,Silex,0,0,0,0,313
,,,Slater,0,0,0,0,1837
,,,Smithville,0,0,0,0,9084
,,,Southwest City,0,0,0,0,953
,,,Sparta,0,0,0,0,1785
,,,St. Ann,0,0,0,0,12960
,,,St. Clair,0,0,0,0,4707
,,,Steele,0,0,0,0,2138
,,,Steelville,0,0,0,0,1706
,,,Ste. Genevieve,0,0,0,0,4405
,,,Stewartsville,0,0,0,0,748
,,,St. James,0,0,0,0,4148
,,,St. John,0,0,0,0,6479
,,,St. Joseph,0,0,0,0,77269
,,,St. Marys,0,0,0,0,348
,,,Stover,0,0,0,0,1078
,,,Strafford,0,0,0,0,2373
,,,Strasburg,0,0,0,0,142
,,,St. Robert,0,0,0,0,5375
,,,Sturgeon,0,0,0,0,903
,,,Sugar Creek,0,0,0,0,3337
,,,Sullivan,0,0,0,0,7070
,,,Summersville,0,0,0,0,493
,,,Sunset Hills,0,0,0,0,8529
,,,Sweet Springs,0,0,0,0,1468
,,,Tarkio,0,0,0,0,1503
,,,Terre du Lac,0,0,0,0,2347
,,,Thayer,0,0,0,0,2258
,,,Tipton,0,0,0,0,3303
,,,Town and Country,0,0,0,0,10939
,,,Tracy,0,0,0,0,222
,,,Trenton,0,0,0,0,6068
,,,Trimble,0,0,0,0,632
,,,Troy,0,0,0,0,11359
,,,Truesdale,0,0,0,0,711
,,,Union,0,0,0,0,10645
,,,Unionville,0,0,0,0,1810
,,,University City,0,0,0,0,35099
,,,Urbana,0,0,0,0,410
,,,Van Buren,0,0,0,0,839
,,,Vandalia,0,0,0,0,4229
,,,Velda City,0,0,0,0,1408
,,,Velda Village Hills,0,0,0,0,1051
,,,Verona,0,0,0,0,598
,,,Versailles,0,0,0,0,2437
,,,Viburnum,0,0,0,0,674
,,,Vienna,0,0,0,0,601
,,,Vinita Park,0,0,0,0,1881
,,,Walnut Grove,0,0,0,0,738
,,,Wardell,0,0,0,0,410
,,,Warrensburg,0,0,0,0,20190
,,,Warrenton,0,0,0,0,8072
,,,Warsaw,0,0,0,0,2133
,,,Warson Woods,0,0,0,0,1953
,,,Washburn,0,0,0,0,432
,,,Washington,0,0,0,0,14043
,,,Waverly,0,0,0,0,834
,,,Waynesville,0,0,0,0,5415
,,,Weatherby Lake,0,0,0,0,1806
,,,Webb City,0,0,0,0,10977
,,,Webster Groves,0,0,0,0,23258
,,,Wellington,0,,,0,796
,,,Wellston,0,0,0,0,2337
,,,Wellsville,0,0,0,0,1172
,,,Wentzville,0,0,0,0,33282
,,,Weston,0,0,0,0,1717
,,,West Plains,0,0,0,0,12321
,,,Wheaton,0,0,0,0,698
,,,Willard,0,0,0,0,5514
,,,Willow Springs,0,0,0,0,2173
,,,Winfield,0,0,0,0,1421
,,,Winona,0,0,0,0,1309
,,,Wood Heights,0,0,0,0,699
,,,Woodson Terrace,0,0,0,0,4065
,,,Wright City,0,0,0,0,3431
,,Universities and Colleges,Jefferson College,0,0,0,0,5194
,,,Lincoln University,0,0,0,0,3043
,,,Metropolitan Community College,0,0,0,0,19234
,,,Mineral Area College,0,0,0,0,4508
,,,Missouri Southern State University,0,0,0,0,5616
,,,Missouri University of Science and Technology,0,0,0,0,8129
,,,Missouri Western State University,0,0,0,0,5795
,,,Southeast Missouri State University,0,0,0,0,11767
,,,St. Charles Community College,0,0,0,0,7396
,,,St. Louis Community College: ,,,,,
,,,Florissant Valley3,0,0,0,0,
,,,Meramec,0,0,0,0,24005
,,,Three Rivers Community College,0,0,0,0,4399
,,,Truman State University,0,0,0,0,6225
,,,University of Central Missouri,0,0,0,0,12513
,,,Washington University,0,0,0,0,14032
,,Metropolitan Counties,Andrew,0,0,0,0,
,,,Bates,0,0,0,0,
,,,Bollinger,0,0,0,0,
,,,Boone,0,0,0,0,
,,,Buchanan,0,0,0,0,
,,,Caldwell,0,0,0,0,
,,,Callaway,0,0,0,0,
,,,Cape Girardeau,0,0,0,0,
,,,Cass,0,0,0,0,
,,,Christian,0,0,0,0,
,,,Clay,0,0,0,0,
,,,Clinton,0,0,0,0,
,,,Cole,0,0,0,0,
,,,Dallas,0,0,0,0,
,,,De Kalb,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Greene,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Jasper,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Lafayette,0,0,0,0,
,,,Lincoln,0,0,0,0,
,,,McDonald,0,0,0,0,
,,,Moniteau,0,0,0,0,
,,,Newton,0,0,0,0,
,,,Osage,0,0,0,0,
,,,Platte,0,0,0,0,
,,,Polk,0,0,0,0,
,,,Ray,0,0,0,0,
,,,Warren,0,0,0,0,
,,,Webster,0,0,0,0,
,,Nonmetropolitan Counties,Adair,0,0,0,0,
,,,Atchison,0,0,0,0,
,,,Audrain,0,0,0,0,
,,,Barry,0,0,0,0,
,,,Barton,0,0,0,0,
,,,Benton,0,0,0,0,
,,,Butler,0,0,0,0,
,,,Camden,0,0,0,0,
,,,Carroll,0,0,0,0,
,,,Carter,0,0,0,0,
,,,Cedar,0,0,0,0,
,,,Chariton,0,0,0,0,
,,,Clark,0,0,0,0,
,,,Cooper,0,0,0,0,
,,,Crawford,0,0,0,0,
,,,Dade,0,0,0,0,
,,,Daviess,0,0,0,0,
,,,Dent,0,0,0,0,
,,,Douglas,0,0,0,0,
,,,Dunklin,0,0,0,0,
,,,Gasconade,0,0,0,0,
,,,Gentry,0,0,0,0,
,,,Grundy,0,0,0,0,
,,,Harrison,0,0,0,0,
,,,Hickory,0,0,0,0,
,,,Holt,0,0,0,0,
,,,Howard,0,0,0,0,
,,,Howell,0,0,0,0,
,,,Iron,0,0,0,0,
,,,Johnson,0,0,0,0,
,,,Knox,0,0,0,0,
,,,Laclede,0,0,0,0,
,,,Lawrence,0,0,0,0,
,,,Lewis,0,0,0,0,
,,,Linn,0,0,0,0,
,,,Livingston,0,0,0,0,
,,,Macon,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Maries,0,0,0,0,
,,,Marion,0,0,0,0,
,,,Mercer,0,0,0,0,
,,,Miller,0,0,0,0,
,,,Mississippi,0,0,0,0,
,,,Monroe,0,0,0,0,
,,,Montgomery,0,0,0,0,
,,,Morgan,0,0,0,0,
,,,New Madrid,0,0,0,0,
,,,Nodaway,0,0,0,0,
,,,Oregon,0,0,0,0,
,,,Pemiscot,0,0,0,0,
,,,Perry,0,0,0,0,
,,,Pettis,0,0,0,0,
,,,Phelps,0,0,0,0,
,,,Pike,0,0,0,0,
,,,Pulaski,0,0,0,0,
,,,Putnam,0,0,0,0,
,,,Ralls,0,0,0,0,
,,,Randolph,0,0,0,0,
,,,Reynolds,0,0,0,0,
,,,Ripley,0,0,0,0,
,,,Saline,0,0,0,0,
,,,Schuyler,0,0,0,0,
,,,Scotland,0,0,0,0,
,,,Scott,0,0,0,0,
,,,Shannon,0,0,0,0,
,,,Shelby,0,0,0,0,
,,,St. Clair,0,0,0,0,
,,,Ste. Genevieve,0,0,0,0,
,,,St. Francois,0,0,0,0,
,,,Stoddard,0,0,0,0,
,,,Sullivan,0,0,0,0,
,,,Taney,0,0,0,0,
,,,Texas,0,0,0,0,
,,,Vernon,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Wayne,0,0,0,0,
,,,Worth,0,0,0,0,
,,,Wright,0,0,0,0,
,,State Police Agencies,State Highway Patrol:,0,0,0,0,
,,,Jefferson City,,,,,
,,,Kirkwood,0,0,0,0,
,,,Lee's Summit,0,0,0,0,
,,,Macon,0,0,0,0,
,,,Poplar Bluff,0,0,0,0,
,,,Rolla,0,0,0,0,
,,,Springfield,0,0,0,0,
,,,St. Joseph,0,0,0,0,
,,,Willow Springs,0,0,0,0,
,,Other Agencies,Capitol Police,0,0,0,0,
,,,Clay County Drug Task Force,0,0,0,0,
,,,Clay County Park Authority,0,0,0,0,
,,,Department of Conservation,0,0,0,0,
,,,"Department of Social Services, State Technical Assistance Team",0,0,0,0,
,,,Division of Alcohol and Tobacco Control,0,0,0,0,
,,,"Gaming Commission, Enforcement Division",0,0,0,0,
,,,Jackson County Drug Task Force,0,0,0,0,
,,,Jackson County Park Rangers,0,0,0,0,
,,,Lambert-St. Louis International Airport,0,0,0,0,
,,,Platte County Multi-Jurisdictional Enforcement Group,0,0,0,0,
,,,Springfield-Branson Airport,0,0,0,0,
,,,Springfield-Greene County Park Rangers,,0,0,0,
,,,State Fire Marshal,0,0,0,0,
,,,State Park Rangers,0,0,0,0,
,,,St. Charles County Park Rangers,0,0,0,0,
,,,St. Peters Ranger Division,0,0,0,0,
,,,Western Missouri Cyber Crimes Task Force,0,0,0,0,
,Montana,Cities,Baker,0,0,0,0,1909
,,,Belgrade,0,0,0,0,7677
,,,Boulder,0,0,0,0,1197
,,,Bozeman,0,0,0,0,40525
,,,Bridger,0,0,0,0,733
,,,Colstrip,0,0,0,0,2337
,,,Columbus,0,0,0,0,2013
,,,Conrad,0,0,0,0,2607
,,,Cut Bank,0,0,0,0,3014
,,,Dillon,0,0,0,0,4239
,,,East Helena,0,0,0,0,2061
,,,Ennis,0,0,0,0,856
,,,Eureka,0,0,0,0,1112
,,,Fort Benton,0,0,0,0,1478
,,,Glasgow,0,0,0,0,3406
,,,Glendive,0,0,0,0,5479
,,,Great Falls,0,0,0,0,59501
,,,Hamilton,0,0,0,0,4604
,,,Havre,0,0,0,0,9848
,,,Hot Springs,0,0,0,0,553
,,,Joliet,0,0,0,0,662
,,,Laurel,0,0,0,0,7113
,,,Lewistown,0,0,0,0,5900
,,,Libby,0,0,0,0,2704
,,,Livingston,0,0,0,0,7164
,,,Manhattan,0,0,0,0,1581
,,,Miles City,0,0,0,0,8707
,,,Plains,0,0,0,0,1067
,,,Polson,0,0,0,0,4630
,,,Poplar,,,0,0,871
,,,Red Lodge,0,0,0,0,2217
,,,Ronan City,0,0,0,0,1925
,,,Sidney,0,0,0,0,6540
,,,Stevensville,0,0,0,0,1895
,,,St. Ignatius,0,0,0,0,853
,,,Thompson Falls,0,0,0,0,1342
,,,Troy,0,0,0,0,959
,,,West Yellowstone,0,0,0,0,1334
,,,Whitefish,0,0,0,0,6725
,,,Wolf Point,0,0,0,0,2830
,,Universities and Colleges,Montana State University,0,0,0,0,14852
,,,University of Montana,0,0,,,14525
,,Metropolitan Counties,Carbon,0,0,0,0,
,,,Cascade,0,0,0,0,
,,,Golden Valley,0,0,0,0,
,,,Yellowstone,0,0,0,0,
,,Nonmetropolitan Counties,Beaverhead,0,0,0,0,
,,,Blaine,0,0,0,0,
,,,Broadwater,0,0,0,0,
,,,Carter,0,0,0,0,
,,,Custer,0,0,0,0,
,,,Daniels,0,0,0,0,
,,,Dawson,0,0,0,0,
,,,Deer Lodge,0,0,0,0,
,,,Fallon,0,0,0,0,
,,,Fergus,0,0,0,0,
,,,Gallatin,0,0,0,0,
,,,Garfield,0,0,0,0,
,,,Glacier,0,0,0,0,
,,,Granite,0,0,0,0,
,,,Hill,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Judith Basin,0,0,0,0,
,,,Lincoln,0,0,0,0,
,,,Madison,0,0,0,0,
,,,McCone,0,0,0,0,
,,,Meagher,0,0,0,0,
